timestamp,r,rOld,kp,ki,delta,irrigation_old,et0,opt_avg,obs_avg,daily_pluv,compensation,irrigation_error,scenario_id
1719126000,-0.21054095864725966,-0.21054095864725966,12,3,0.64,0.64,1.6632265501860408,4.71830645976308,4.046376758011586,1.7999999999999998,0,0.64,Plus_comp
1719212400,-0.21990631799296206,-0.21990631799296206,12,3,-0.61,-0.61,1.5856569477409397,4.71830645976308,4.022774200836827,5.8,0.64,0.03,Plus_comp
1719298800,-0.2238649677096884,-0.2238649677096884,12,3,-0.06,-0.06,1.6430199437714739,4.71830645976308,4.0021011508815425,12.6,0.34,0.28,Plus_comp
1719385200,-0.21641993230360104,-0.21641993230360104,12,3,-0.1,-0.1,3.7360647761286776,4.71830645976308,4.008491123088842,1.0,0.32,0.22,Plus_comp
1719471600,-0.21331413555953985,-0.21331413555953985,12,3,0.56,0.56,3.2830581050375076,4.71830645976308,3.9926400923610004,0.0,0.18,0.74,Plus_comp
1719558000,-0.1680070599545129,-0.1680070599545129,12,3,0.8696637273967849,0.8696637273967849,8.105450401178516,4.71830645976308,4.103815033436718,0.0,0.41,0.68,Plus_comp
1719644400,-0.12778172853974684,-0.12778172853974684,12,3,1.309022518754737,1.309022518754737,6.855392222915658,4.71830645976308,4.204923979874725,0.0,0.55,0.89,Plus_comp
1719730800,-0.08996163408570132,-0.08996163408570132,12,3,0.8129787499461792,0.8129787499461792,6.275478723242181,4.71830645976308,4.302515797939442,0.0,0.77,0.09,Plus_comp
1719817200,-0.026222168201090877,-0.026222168201090877,12,3,1.3691858359582316,1.3691858359582316,9.008052630760128,4.71830645976308,4.466146535843778,0.0,0.55,0.42,Plus_comp
1719903600,0.01761343345581349,0.01761343345581349,12,3,1.5080533562085245,1.5080533562085245,6.40343719338403,4.71830645976308,4.575282684108505,0.0,0.47,0.03,Plus_comp
1719990000,0.06368572610548166,0.06368572610548166,12,3,2.291978046320988,2.291978046320988,6.828302846826217,4.71830645976308,4.685529684622784,0.0,0.18,0.22,Plus_comp
1720076400,0.07604567726716621,0.07604567726716621,12,3,2.9584344920627004,2.9584344920627004,3.501203041998366,4.71830645976308,4.7184639042042855,0.0,0.22,0.51,Plus_comp
1720162800,0.08710726196297273,0.08710726196297273,12,3,3.1324952943012967,3.1324952943012967,4.1107559323561444,4.71830645976308,4.753349818818216,0.0,0.25,0.03,Plus_comp
1720249200,0.12552469372394698,0.12552469372394698,12,3,3.9200785566048286,3.9200785566048286,7.570021332731803,4.71830645976308,4.844773067819819,0.0,0.25,0.2,Plus_comp
1720335600,0.15777867333966836,0.15777867333966836,12,3,5.180462332012491,5.180462332012491,8.236770338981968,4.71830645976308,4.9208351999987086,0.0,0.25,0.65,Plus_comp
1720422000,0.1296168402539393,0.1296168402539393,12,3,5.481370855745561,5.481370855745561,3.5751601774979624,4.71830645976308,4.890423958385774,0.0,0.29,0.54,Plus_comp
1720508400,0.11824620916983461,0.11824620916983461,12,3,5.459661910245808,5.459661910245808,6.021523561190189,4.71830645976308,4.893976896220833,1.0,0.46,0.22,Plus_comp
1720594800,0.10780591843554618,0.10780591843554618,12,3,5.777796176740986,5.777796176740986,6.408995121084742,4.71830645976308,4.896871011774968,0.0,0.47,0.59,Plus_comp
1720681200,0.1052528822986151,0.1052528822986151,12,3,6.422918389993658,6.422918389993658,7.100145056634385,4.71830645976308,4.908540940597538,0.0,0.45,0.81,Plus_comp
1720767600,0.11246457634096624,0.11246457634096624,12,3,6.31685244752477,6.31685244752477,8.417233027045325,4.71830645976308,4.932453814485318,0.0,0.54,0.01,Plus_comp
1720854000,0.1316847241738108,0.1316847241738108,12,3,7.282548394040338,7.282548394040338,9.478835789843245,4.71830645976308,4.97152071826387,0.0,0.47,0.81,Plus_comp
1720940400,0.1319443446017545,0.1319443446017545,12,3,7.841496872980926,7.841496872980926,8.65408688020589,4.71830645976308,4.980774805729677,0.0,0.54,0.7,Plus_comp
1721026800,0.1191306249798,0.1191306249798,12,3,7.875124112456872,7.875124112456872,8.038553013013921,4.71830645976308,4.969411645810423,0.0,0.51,0.34,Plus_comp
1721113200,0.10370499925647111,0.10370499925647111,12,3,7.541131601546339,7.541131601546339,8.079175888672749,4.71830645976308,4.953206300859189,0.0,0.62,0.16,Plus_comp
1721199600,0.11694270546896206,0.11694270546896206,12,3,8.610812192503115,8.610812192503115,9.89638188136864,4.71830645976308,4.974832180016555,0.0,0.4,0.96,Plus_comp
1721286000,0.10937199028355048,0.10937199028355048,12,3,8.698079581128827,8.698079581128827,8.856197692783795,4.71830645976308,4.968489019597248,0.0,0.49,0.34,Plus_comp
1721372400,0.0941263292038354,0.0941263292038354,12,3,8.397510635783751,8.397510635783751,8.59349226880255,4.71830645976308,4.949206173886885,0.0,0.49,0.09,Plus_comp
1721458800,0.06101907614492747,0.06101907614492747,12,3,7.8232808275116374,7.8232808275116374,6.5994601364997925,4.71830645976308,4.901233558620471,0.0,0.46,0.1,Plus_comp
1721545200,0.03316719451021538,0.03316719451021538,12,3,8.258559831425739,8.258559831425739,6.35886520949269,4.71830645976308,4.851670945749899,0.0,0.18,0.85,Plus_comp
