timestamp,r,rOld,kp,ki,delta,irrigation_old,et0,opt_avg,obs_avg,daily_pluv,compensation,irrigation_error,scenario_id
1625986800,0.07821035245038625,0.07821035245038625,12,3,1.8131552867557938,1.1731552867557937,7.909412676835701,4.71830645976308,4.940822203589666,0.0,0,0.64,Plus_comp
1626073200,0.1414830011861749,0.1414830011861749,12,3,1.7468760751437824,1.7168760751437824,8.171899400888595,4.71830645976308,5.044142320085264,0.0,0.64,0.03,Plus_comp
1626159600,0.1997234689235715,0.1997234689235715,12,3,2.9549320947632562,2.6749320947632564,7.307248568315713,4.71830645976308,5.1346278344228455,49.2,0.34,0.28,Plus_comp
1626246000,0.05210996777089859,0.05210996777089859,12,3,0.9598999842438771,0.7398999842438772,3.7200181370317593,4.71830645976308,4.646667283860821,0.0,0.32,0.22,Plus_comp
1626332400,0.025113603650200877,0.025113603650200877,12,3,1.0512844257461071,0.31128442574610726,6.588938290136868,4.71830645976308,4.561495765951773,0.0,0.18,0.74,Plus_comp
1626418800,0.021073531159558803,0.021073531159558803,12,3,0.5960241493370788,-0.08397585066292118,4.2070949143533625,4.71830645976308,4.549652895769213,10.799999999999999,0.41,0.68,Plus_comp
1626505200,-0.010791067414655551,-0.010791067414655551,12,3,0.33999999999999997,-0.55,1.7206288405645938,4.71830645976308,4.449475971784246,0.8,0.55,0.89,Plus_comp
1626591600,-0.025276522286706054,-0.025276522286706054,12,3,-0.68,-0.77,2.3398193330169916,4.71830645976308,4.404374204879713,0.0,0.77,0.09,Plus_comp
1626678000,0.010958704754890938,0.010958704754890938,12,3,-0.13000000000000006,-0.55,5.542148180411579,4.71830645976308,4.476743491049794,0.0,0.55,0.42,Plus_comp
1626764400,0.06867361899784534,0.06867361899784534,12,3,-0.09140017209101117,-0.12140017209101117,6.336708517861463,4.71830645976308,4.60449144939168,0.0,0.47,0.03,Plus_comp
1626850800,0.15278222372733902,0.15278222372733902,12,3,1.38624975584493,1.16624975584493,7.723088615724408,4.71830645976308,4.797430476514384,0.0,0.18,0.22,Plus_comp
1626937200,0.22187528269851695,0.22187528269851695,12,3,2.950992311594616,2.440992311594616,6.384988487195638,4.71830645976308,4.950629182660759,0.0,0.22,0.51,Plus_comp
1627023600,0.2713783722915376,0.2713783722915376,12,3,3.6291645035854767,3.599164503585477,6.724001721462045,4.71830645976308,5.063256949253334,0.0,0.25,0.03,Plus_comp
1627110000,0.2945540549604536,0.2945540549604536,12,3,4.71093486049383,4.51093486049383,6.639604206034317,4.71830645976308,5.130566678562904,0.0,0.25,0.2,Plus_comp
1627196400,0.28535476072806537,0.28535476072806537,12,3,5.656607611889367,5.0066076118893665,6.068344799075018,4.71830645976308,5.144632316923901,0.0,0.25,0.65,Plus_comp
1627282800,0.23962257657284386,0.23962257657284386,12,3,5.426689131745239,4.886689131745239,3.7441148307248353,4.71830645976308,5.095859489792801,0.0,0.29,0.54,Plus_comp
1627369200,0.20000899011238524,0.20000899011238524,12,3,4.771353064556891,4.551353064556891,5.25782491390273,4.71830645976308,5.063872891972181,1.0,0.46,0.22,Plus_comp
1627455600,0.15446403959100086,0.15446403959100086,12,3,4.588205777073282,3.9982057770732817,4.067188753317478,4.71830645976308,5.013821530456358,0.0,0.47,0.59,Plus_comp
1627542000,0.12910971907036603,0.12910971907036603,12,3,4.441283088036762,3.6312830880367617,5.501441403272102,4.71830645976308,4.9871765777737584,0.0,0.45,0.81,Plus_comp
1627628400,0.12673042022471268,0.12673042022471268,12,3,3.452922762563059,3.442922762563059,7.363960029273559,4.71830645976308,4.990005023063001,0.0,0.54,0.01,Plus_comp
1627714800,0.1419580367323822,0.1419580367323822,12,3,4.391528270852241,3.5815282708522407,8.127164249908118,4.71830645976308,5.014620972813092,0.0,0.47,0.81,Plus_comp
1627801200,0.14793923909201262,0.14793923909201262,12,3,4.257120416443844,3.557120416443844,7.011084171391055,4.71830645976308,5.0254160862719885,9.0,0.54,0.7,Plus_comp
1627887600,0.12654925394348618,0.12654925394348618,12,3,3.510088356491985,3.170088356491985,7.304828236834061,4.71830645976308,4.986026515806028,0.0,0.51,0.34,Plus_comp
1627974000,0.12187160781080156,0.12187160781080156,12,3,3.0195714263321745,2.8595714263321743,7.320018177389831,4.71830645976308,4.973680709087572,0.0,0.62,0.16,Plus_comp
1628060400,0.14140642356176392,0.14140642356176392,12,3,4.078208486029014,3.1182084860290145,8.239496207860649,4.71830645976308,5.00232421918068,0.0,0.4,0.96,Plus_comp
1628146800,0.1272575000024365,0.1272575000024365,12,3,3.180193903324395,2.840193903324395,4.198759507591638,4.71830645976308,4.979503785900825,0.0,0.49,0.34,Plus_comp
1628233200,0.15465948314849168,0.15465948314849168,12,3,3.232996150522532,3.1429961505225323,8.25634687060054,4.71830645976308,5.024964636121598,0.0,0.49,0.09,Plus_comp
1628319600,0.18258934823045922,0.18258934823045922,12,3,3.6659225761975205,3.5659225761975204,7.823891414052509,4.71830645976308,5.070054553907147,0.0,0.46,0.1,Plus_comp
1628406000,0.19896397321935705,0.19896397321935705,12,3,5.0293099957223655,4.179309995722366,6.8058425683475985,4.71830645976308,5.096302161593554,0.0,0.18,0.85,Plus_comp
1628492400,0.2097154511031499,0.2097154511031499,12,3,5.18747408363733,4.58747408363733,8.235329351972808,4.71830645976308,5.114634565080151,0.0,0.35,0.6,Plus_comp
