timestamp,r,rOld,kp,ki,delta,irrigation_old,et0,opt_avg,obs_avg,daily_pluv,compensation,irrigation_error,scenario_id
1625986800,0.07821035245038625,0.07821035245038625,12,3,0.8131552867557937,0.8131552867557937,7.909412676835701,4.71830645976308,4.940822203589666,0.0,0,-0.36,Minus_no_comp
1626073200,0.14786844777631009,0.14786844777631009,12,3,1.1226577739958101,1.1226577739958101,8.171899400888595,4.71830645976308,5.05706987132072,0.0,-0.36,-0.97,Minus_no_comp
1626159600,0.2135166460679877,0.2135166460679877,12,3,1.8309860916999046,1.8309860916999046,7.307248568315713,4.71830645976308,5.160680457221597,49.2,-0.67,-0.72,Minus_no_comp
1626246000,0.08674824715972805,0.08674824715972805,12,3,-0.20998995372002693,-0.20998995372002693,3.7200181370317593,4.71830645976308,4.693260218140209,0.0,-0.68,-0.78,Minus_no_comp
1626332400,0.07691011656841777,0.07691011656841777,12,3,-0.26,-0.26,6.588938290136868,4.71830645976308,4.637012220971597,0.0,-0.82,-0.26,Minus_no_comp
1626418800,0.08801125658107548,0.08801125658107548,12,3,-0.18275255010488112,-0.18275255010488112,4.2070949143533625,4.71830645976308,4.658337090819354,10.799999999999999,-0.59,-0.32,Minus_no_comp
1626505200,0.06512039131766494,0.06512039131766494,12,3,-0.11,-0.11,1.7206288405645938,4.71830645976308,4.571260488483502,0.8,-0.45,-0.11,Minus_no_comp
1626591600,0.061746838036411754,0.061746838036411754,12,3,-0.8752421252658029,-0.8752421252658029,2.3398193330169916,4.71830645976308,4.552468558460906,0.0,-0.23,-0.91,Minus_no_comp
1626678000,0.10242123622414924,0.10242123622414924,12,3,-0.58,-0.58,5.542148180411579,4.71830645976308,4.633433329350215,0.0,-0.45,-0.58,Minus_no_comp
1626764400,0.16255034990760345,0.16255034990760345,12,3,-0.340799586075739,-0.340799586075739,6.336708517861463,4.71830645976308,4.763804782644785,0.0,-0.53,-0.97,Minus_no_comp
1626850800,0.24750371140545285,0.24750371140545285,12,3,0.6411518861148127,0.6411518861148127,7.723088615724408,4.71830645976308,4.957403801064199,0.0,-0.82,-0.78,Minus_no_comp
1626937200,0.3156019158578214,0.3156019158578214,12,3,1.9151360871166994,1.9151360871166994,6.384988487195638,4.71830645976308,5.113619170513415,0.0,-0.78,-0.49,Minus_no_comp
1627023600,0.36298156283960287,0.36298156283960287,12,3,2.6026365394168858,2.6026365394168858,6.724001721462045,4.71830645976308,5.2240507807803525,0.0,-0.75,-0.97,Minus_no_comp
1627110000,0.3891321645037133,0.3891321645037133,12,3,3.2838402528973507,3.2838402528973507,6.639604206034317,4.71830645976308,5.288301045592826,0.0,-0.75,-0.8,Minus_no_comp
1627196400,0.39564414703564643,0.39564414703564643,12,3,4.198916484387488,4.198916484387488,6.068344799075018,4.71830645976308,5.315095594045545,0.0,-0.75,-0.35,Minus_no_comp
1627282800,0.36550372316911606,0.36550372316911606,12,3,4.473742567496472,4.473742567496472,3.7441148307248353,4.71830645976308,5.280777460572562,0.0,-0.71,-0.46,Minus_no_comp
1627369200,0.3362377377222197,0.3362377377222197,12,3,4.351263955300374,4.351263955300374,5.25782491390273,4.71830645976308,5.257168934350243,1.0,-0.54,-0.78,Minus_no_comp
1627455600,0.2948785933649583,0.2948785933649583,12,3,4.3295900031081125,4.3295900031081125,4.067188753317478,4.71830645976308,5.2100794725752815,0.0,-0.53,-0.41,Minus_no_comp
1627542000,0.26375533549440383,0.26375533549440383,12,3,4.55737691514467,4.55737691514467,5.501441403272102,4.71830645976308,5.177155816475957,0.0,-0.55,-0.19,Minus_no_comp
1627628400,0.2457540392256885,0.2457540392256885,12,3,4.088623477597151,4.088623477597151,7.363960029273559,4.71830645976308,5.15978940690084,0.0,-0.46,-0.99,Minus_no_comp
1627714800,0.23969746025032596,0.23969746025032596,12,3,4.545036910643779,4.545036910643779,8.127164249908118,4.71830645976308,5.156142586304784,0.0,-0.53,-0.19,Minus_no_comp
1627801200,0.22684824610670992,0.22684824610670992,12,3,4.771391079240516,4.771391079240516,7.011084171391055,4.71830645976308,5.139938549387275,9.0,-0.46,-0.3,Minus_no_comp
1627887600,0.18554627729514278,0.18554627729514278,12,3,4.172406285387138,4.172406285387138,7.304828236834061,4.71830645976308,5.073684745609532,0.0,-0.49,-0.66,Minus_no_comp
1627974000,0.16069091665254848,0.16069091665254848,12,3,3.5162147076336527,3.5162147076336527,7.320018177389831,4.71830645976308,5.035609837012875,0.0,-0.38,-0.84,Minus_no_comp
1628060400,0.16381185578419247,0.16381185578419247,12,3,4.0051015445659575,4.0051015445659575,8.239496207860649,4.71830645976308,5.03874574138015,0.0,-0.6,-0.04,Minus_no_comp
1628146800,0.14506297952173614,0.14506297952173614,12,3,3.55530396798169,3.55530396798169,4.198759507591638,4.71830645976308,5.0078516643053,0.0,-0.51,-0.66,Minus_no_comp
1628233200,0.1638618423979838,0.1638618423979838,12,3,3.362475849690613,3.362475849690613,8.25634687060054,4.71830645976308,5.038745055740684,0.0,-0.51,-0.91,Minus_no_comp
1628319600,0.1845355912555609,0.1845355912555609,12,3,3.264167609748221,3.264167609748221,7.823891414052509,4.71830645976308,5.071653889343767,0.0,-0.54,-0.9,Minus_no_comp
1628406000,0.2006431812778816,0.2006431812778816,12,3,3.909388233849714,3.909388233849714,6.8058425683475985,4.71830645976308,5.097193300555824,0.0,-0.82,-0.15,Minus_no_comp
1628492400,0.2230967670184311,0.2230967670184311,12,3,4.4481215637916005,4.4481215637916005,8.235329351972808,4.71830645976308,5.132404930688632,0.0,-0.65,-0.4,Minus_no_comp
